	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	main city	latitude	longitude
Jackson, TN	1621,489699	1718,705694	1821,750249	1930,972814	2046,743788	2169,455782	2299,524942	2437,392364	2583,525592	2738,4202	2902,601474	3076,626193	3261,08452	3456,601997	3663,841675	3883,506354	4116,340971	4363,135128	4624,725765	4902	5023	5226	5477	5786,798243	Jackson, TN	35,633056	-88,820833
Jacksonville, FL	25778,01263	26887,14372	28043,99656	29250,62444	30509,16898	31821,86396	33191,03929	34619,12508	36108,65605	37662,27594	39282,74226	40972,93117	42735,84255	44574,60539	46492,4833	48492,88029	50579,34685	52755,58623	55025,46102	57393	58608	59778	62251	64818,93806	Jacksonville, FL	30,336944	-81,661389
Jacksonville, NC	2710,272708	2870,638453	3040,492973	3220,397718	3410,947354	3612,771735	3826,537983	4052,952694	4292,764272	4546,765405	4815,795683	5100,744373	5402,553363	5722,22027	6060,801738	6419,416936	6799,25125	7201,560208	7627,673624	8079	8682	8837	9007	9510,168296	Jacksonville, NC	34,759722	-77,409722
Janesville-Beloit, WI	1313,200927	1402,669589	1498,23377	1600,308759	1709,338139	1825,795715	1950,18757	2083,054268	2224,973204	2376,561107	2538,476727	2711,423693	2896,153572	3093,469138	3304,227856	3529,345611	3769,800687	4026,638019	4300,973734	4594	4756	4950	5205	5536,998632	Janesville, WI	42,683889	-89,016389
Jefferson City, MO	3239,964844	3337,617754	3438,213934	3541,842094	3648,593619	3758,562646	3871,846153	3988,544038	4108,75921	4232,597681	4360,168658	4491,584639	4626,961512	4766,41866	4910,079062	5058,069405	5210,520193	5367,565866	5529,344914	5696	5908	6025	6034	6210,54438	Jefferson City, MO	38,576667	-92,173611
Johnson City, TN	3726,598758	3820,015731	3915,774446	4013,933604	4114,553378	4217,695452	4323,423052	4431,800991	4542,895708	4656,775305	4773,509593	4893,170133	5015,830277	5141,56522	5270,452039	5402,569744	5537,999326	5676,823806	5819,128285	5965	5752	6005	6249	6401,816822	Johnson City, TN	36,333333	-82,366667
Johnstown, PA	2470,239173	2530,807426	2592,860763	2656,435597	2721,569235	2788,299896	2856,666739	2926,709881	2998,470424	3071,990477	3147,313182	3224,482738	3303,544429	3384,544648	3467,530927	3552,551961	3639,657642	3728,899084	3820,328653	3914	3949	4054	4104	4202,2185	Johnstown, PA	40,322778	-78,920833
Jonesboro, AR	1166,597344	1244,990554	1328,651644	1417,934606	1513,21722	1614,902652	1723,421159	1839,231912	1962,824935	2094,723184	2235,484753	2385,705244	2546,020276	2717,108186	2899,69289	3094,546954	3302,494854	3524,416472	3761,250819	4014	4225	4327	4540	4825,869777	Jonesboro, AR	35,828056	-90,694167
Joplin, MO	1979,778339	2089,359387	2205,005765	2327,053188	2455,855956	2591,787978	2735,243858	2886,640045	3046,416035	3215,035652	3392,988392	3580,790844	3778,988192	3988,155795	4208,900859	4441,864198	4687,722094	4947,188265	5221,01593	5510	5750	5950	6108	6428,347496	Joplin, MO	37,084167	-94,513056
Kahului-Wailuku-Lahaina, HI	4197,712555	4296,998158	4398,632095	4502,66991	4609,16846	4718,185947	4829,781949	4944,017454	5060,954893	5180,658173	5303,192712	5428,625476	5557,025015	5688,4615	5823,006761	5960,734329	6101,719472	6246,03924	6393,772503	6545	6631	6859	6850	7008,274767	Kahului, HI	20,881667	-156,4675
Kalamazoo-Portage, MI	7028,163681	7224,083129	7425,464094	7632,458822	7845,223805	8063,919896	8288,712432	8519,77136	8757,271365	9001,391999	9252,317822	9510,238538	9775,349138	10047,85005	10327,94729	10615,85261	10911,78368	11215,96422	11528,6242	11850	12016	12317	12504	12843,11249	Kalamazoo, MI	42,29	-85,585833
Kankakee, IL	979,2766763	1040,57812	1105,716955	1174,933395	1248,482695	1326,636085	1409,681775	1497,926018	1591,694235	1691,33222	1797,207413	1909,710255	2029,255629	2156,284387	2291,26498	2434,695183	2587,103929	2749,053264	2921,140416	3104	3129	3248	3481	3686,069011	Kankakee, IL	41,12	-87,861111
Kansas City, MO-KS	35258,06548	37279,09201	39415,96574	41675,32715	44064,19734	46589,9999	49260,5839	52084,24838	55069,76804	58226,42058	61564,01551	65092,92462	68824,11423	72769,17925	76940,37922	81350,67642	86013,77613	90944,16925	96157,17729	101669	105438	108418	113090	119220,994	Kansas City, MO	39,099722	-94,578333
Kennewick-Richland, WA	3999,300515	4199,30855	4409,319137	4629,832511	4861,373926	5104,494902	5359,774541	5627,820907	5909,272474	6204,799646	6515,106355	6840,931737	7183,051891	7542,281732	7919,476929	8315,535942	8731,402164	9168,06617	9626,568072	10108	10884	11300	11077	11604,58424	Kennewick, WA	46,203475	-119,15927
Killeen-Temple, TX	7262,920668	7559,758031	7868,727211	8190,324038	8525,064607	8873,486106	9236,147677	9613,631317	10006,54281	10415,51268	10841,19726	11284,27968	11745,47098	12225,51128	12725,17095	13245,25183	13786,58855	14350,04983	14936,53992	15547	15579	16396	16790	17449,26704	Killeen, TX	31,105556	-97,726667
Kingsport-Bristol-Bristol, TN-VA	3182,578759	3367,648248	3563,479676	3770,698857	3989,967998	4221,987815	4467,499768	4727,288437	5002,184025	5293,065009	5600,860955	5926,555479	6271,1894	6635,864058	7021,744837	7430,064891	7862,129082	8319,318149	8803,093124	9315	9610	10172	10373	10943,04938	Kingsport, TN	36,533333	-82,55
Kingston, NY	2818,954674	2892,320577	2967,595895	3044,830323	3124,074848	3205,381785	3288,804811	3374,398997	3462,220852	3552,328352	3644,780982	3739,639778	3836,967362	3936,827986	4039,287576	4144,413771	4252,275972	4362,945387	4476,495076	4593	4745	4770	4829	4951,491243	Kingston, NY	41,925	-74
Knoxville, TN	14612,51217	15248,18856	15911,51827	16603,70428	17326,0019	18079,72106	18866,22865	19686,95106	20543,37669	21437,05872	22369,61788	23342,74541	24358,20613	25417,84162	26523,57359	27677,40732	28881,43536	30137,84127	31448,90359	32817	33157	34568	35621	37105,99139	Knoxville, TN	35,972778	-83,942222
Kokomo, IN	6,228264669	8,507025091	11,61952482	15,87080743	21,67752402	29,60876754	40,44184725	55,23846971	75,44879236	103,0535476	140,7581665	192,257927	262,6001135	358,6786807	489,9099023	669,1552227	913,9817543	1248,383961	1705,135257	2329	3232	3389	3726	4724,076442	Kokomo, IN	40,482222	-86,131667
La Crosse-Onalaska, WI-MN	1822,36052	1930,50184	2045,06041	2166,41704	2294,975135	2431,16204	2575,430459	2728,259959	2890,158567	3061,664456	3243,347734	3435,812342	3639,698058	3855,682627	4084,484009	4326,862773	4583,624617	4855,623055	5143,762244	5449	5665	5815	6082	6422,696647	La Crosse, WI	43,813333	-91,233056
Lafayette, LA	10505,39922	10962,13361	11438,72505	11936,03686	12454,96988	12996,46411	13561,50043	14151,10236	14766,33791	15408,32154	16078,21615	16777,23521	17506,64493	18267,76658	19061,97887	19890,72047	20755,49256	21657,86162	22599,46222	23582	25771	27554	25386	26443,70096	Lafayette, LA	30,216667	-92,033333
Lafayette-West Lafayette, IN	1143,010785	1260,796596	1390,720086	1534,032026	1692,11208	1866,482083	2058,820694	2270,979554	2505,001116	2763,138303	3047,876199	3361,955974	3708,401271	4090,547317	4512,073028	4977,036429	5489,913718	6055,642361	6679,668623	7368	7918	8410	8831	9656,007381	Lafayette, IN	40,417222	-86,878611
Lake Charles, LA	341,1108811	409,1368755	490,7289451	588,592503	705,9724884	846,7609626	1015,626161	1218,167279	1461,100135	1752,479844	2101,967916	2521,152601	3023,93314	3626,980624	4350,290776	5217,846964	6258,415435	7506,499142	9003,481784	10799	13026	14085	14719	17166,28518	Lake Charles, LA	30,214722	-93,208611
Lake Havasu City-Kingman, AZ	2351,459795	2404,447723	2458,629683	2514,032583	2570,683935	2628,611871	2687,845159	2748,413213	2810,346111	2873,674609	2938,430154	3004,644905	3072,351742	3141,58429	3212,376927	3284,764809	3358,783885	3434,47091	3511,863471	3591	3536	3662	3749	3831,618448	Lake Havasu City, AZ	34,49	-114,308889
Lakeland-Winter Haven, FL	12857,41242	13033,36442	13211,72431	13392,52503	13575,79998	13761,58302	13949,90849	14140,81116	14334,32631	14530,48969	14729,33753	14930,90659	15135,23409	15342,35779	15552,31595	15765,14735	15980,89133	16199,58774	16421,27697	16646	16421	16720	17093	17323,75758	Lakeland, FL	28,041111	-81,958889
Lancaster, PA	6548,620967	6923,34939	7319,520708	7738,361936	8181,170304	8649,317271	9144,252775	9667,509723	10220,70874	10805,56318	11423,88445	12077,58761	12768,69729	13499,354	14271,8207	15088,48987	15951,89089	16864,69786	17829,73793	18850	19992	20211	20953	22087,08759	Lancaster, PA	40,039722	-76,304444
Lansing-East Lansing, MI	7378,127836	7726,355818	8091,019234	8472,893791	8872,791811	9291,563952	9730,101022	10189,33587	10670,24539	11173,85255	11701,22863	12253,49546	12831,8278	13437,4559	14071,66803	14735,81328	15431,30442	16159,62088	16922,31195	17721	18772	18994	19355	20227,33267	Lansing, MI	42,733611	-84,546667
Laredo, TX	798,3477596	885,7080433	982,6278443	1090,153226	1209,444717	1341,789842	1488,617011	1651,510941	1832,22976	2032,72398	2255,157552	2501,931218	2775,708427	3079,444077	3416,416411	3790,262399	4205,01699	4665,156664	5175,647743	5742	6083	6602	6949	7634,402618	Laredo, TX	27,524445	-99,490593
Las Cruces, NM	3983,620382	4053,795187	4125,206179	4197,875136	4271,824217	4347,075973	4423,653352	4501,579706	4580,878797	4661,574808	4743,692347	4827,256455	4912,292614	4998,826757	5086,885271	5176,495009	5267,683298	5360,477945	5454,907247	5551	5748	5736	5743	5842,416444	Las Cruces, NM	32,314444	-106,778889
Las Vegas-Henderson-Paradise, NV	51960,42716	53495,31043	55075,53334	56702,43519	58377,39484	60101,83191	61877,20794	63705,02762	65586,84012	67524,24035	69518,87035	71572,42066	73686,63175	75863,29551	78104,25675	80411,41478	82786,72504	85232,20069	87749,91439	90342	90441	92633	95602	98345,00512	Las Vegas, NV	36,175	-115,136389
Lawrence, KS	3256,918653	3275,609634	3294,407879	3313,314006	3332,328631	3351,452379	3370,685875	3390,02975	3409,484636	3429,051171	3448,729995	3468,521753	3488,427094	3508,446668	3528,581131	3548,831144	3569,197368	3589,680471	3610,281123	3631	3592	3639	3672	3692,952827	Lawrence, KS	38,971667	-95,235278
Lawton, OK	2442,542679	2528,603112	2617,695794	2709,927563	2805,409023	2904,254671	3006,583043	3112,516847	3222,183118	3335,713366	3453,243732	3574,915158	3700,87355	3831,269953	3966,260737	4106,00778	4250,678663	4400,446874	4555,49201	4716	4964	5030	5041	5212,569291	Lawton, OK	34,604167	-98,395556
Lebanon, PA	1057,700227	1128,459741	1203,953025	1284,496764	1370,428831	1462,109702	1559,923969	1664,281952	1775,621421	1894,409435	2021,144296	2156,357643	2300,616683	2454,526566	2618,732929	2793,9246	2980,836488	3180,252671	3393,009677	3620	3800	3957	4093	4349,649556	Lebanon, PA	40,341667	-76,420833
Lewiston, ID-WA	1192,270332	1223,047957	1254,620084	1287,007224	1320,230415	1354,311239	1389,271836	1425,134917	1461,923777	1499,662317	1538,37505	1578,087126	1618,824341	1660,613159	1703,480726	1747,454889	1792,564214	1838,838005	1886,306322	1935	1976	2003	2034	2085,184982	Lewiston, ID	46,41	-117,02
Lewiston-Auburn, ME	2209,53061	2273,683223	2339,698476	2407,630448	2477,534791	2549,468771	2623,491318	2699,663073	2778,046437	2858,705622	2941,706707	3027,117686	3115,00853	3205,451241	3298,51991	3394,290782	3492,842313	3594,255238	3698,612637	3806	3818	3898	4024	4137,538295	Lewiston, ME	44,0975	-70,1925
Lexington-Fayette, KY	7295,87268	7722,295608	8173,641739	8651,367763	9157,015508	9692,216921	10258,69933	10858,29102	11492,92712	12164,6559	12875,64531	13628,19002	14424,71881	15267,80245	16160,16191	17104,67723	18104,39678	19162,54709	20282,54325	21468	22841	23413	23915	25235,57938	Lexington, KY	38,029722	-84,494722
Lima, OH	435,8057833	491,0169496	553,2226832	623,3091087	702,2746117	791,2440607	891,484831	1004,424859	1131,672982	1275,041858	1436,573785	1618,569796	1823,622435	2054,652691	2314,951604	2608,227147	2938,657051	3310,948308	3730,404233	4203	4412	4982	5211	5796,937793	Lima, OH	40,740833	-84,115
Lincoln, NE	3942,34499	4214,500648	4505,444287	4816,472915	5148,973079	5504,427043	5884,4194	6290,644131	6724,912161	7189,15943	7685,455522	8216,012896	8783,196742	9389,535531	10037,73228	10730,67662	11471,45764	12263,37771	13109,96715	14015	14579	15245	15904	16931,01695	Lincoln, NE	40,810556	-96,680278
Little Rock-North Little Rock-Conway, AR	17238,65591	17815,96015	18412,5977	19029,216	19666,4842	20325,09382	21005,75959	21709,22012	22436,23881	23187,60457	23964,13277	24766,66608	25596,07537	26453,2607	27339,15225	28254,71137	29200,93158	30178,83971	31189,49694	32234	32212	33583	34353	35466,16665	Little Rock, AR	34,736111	-92,331111
Logan, UT-ID	874,1419029	939,2110879	1009,123879	1084,240823	1164,949306	1251,665549	1344,836757	1444,943423	1552,501808	1668,0666	1792,23378	1925,643688	2068,984335	2222,994941	2388,469756	2566,262148	2757,289013	2962,535493	3183,060066	3420	3636	3808	3915	4186,233871	Logan, UT	41,737778	-111,830833
Longview, TX	647,1038566	742,7836785	852,6105777	978,6763203	1123,381958	1289,483557	1480,144694	1698,996706	1950,207853	2238,56271	2569,553291	2949,483652	3385,589955	3886,178292	4460,782883	5120,347662	5877,434716	6746,463545	7743,985696	8889	9774	10685	11378	12843,62861	Longview, TX	32,509167	-94,753889
Longview, WA	829,63448	886,7116877	947,7156941	1012,916655	1082,603313	1157,084275	1236,689379	1321,771157	1412,706393	1509,897792	1613,775767	1724,800341	1843,463185	1970,289798	2105,841831	2250,719574	2405,564619	2571,062696	2747,946713	2937	3050	3100	3329	3543,286139	Longview, WA	46,142733	-122,955636
Los Angeles-Long Beach-Anaheim, CA	348810,7079	362168,4133	376037,652	390438,0132	405389,8362	420914,2392	437033,1492	453769,3328	471146,4285	489188,9801	507922,4712	527373,3612	547569,1231	568538,2816	590310,454	612916,3917	636388,0238	660758,502	686062,2475	712335	711234	732230	765759	794002,1674	Los Angeles, CA	34,05	-118,25
Louisville/Jefferson County, KY-IN	11824,21427	12808,80676	13875,38544	15030,77724	16282,37755	17638,19758	19106,91562	20697,93258	22421,43221	24288,44621	26310,92492	28501,81374	30875,13606	33446,08295	36231,11044	39248,04486	42516,1969	46056,48524	49891,57044	54046	57084	59340	62782	67607,9519	Louisville, KY	38,25	-85,766667
Lubbock, TX	3433,882383	3632,429392	3842,456385	4064,627134	4299,643791	4548,249107	4811,228776	5089,413925	5383,683734	5694,968216	6024,251161	6372,57324	6741,035293	7130,801815	7543,104629	7979,246784	8440,606669	8928,642373	9444,896291	9991	10533	10482	11110	11717,26776	Lubbock, TX	33,566667	-101,883333
Lynchburg, VA	4308,622598	4455,876155	4608,16232	4765,65309	4928,52634	5096,966025	5271,162385	5451,312164	5637,618828	5830,292799	6029,551687	6235,620543	6448,732108	6669,127075	6897,054367	7132,771412	7376,544435	7628,648763	7889,369129	8159	8441	8528	8709	8996,806748	Lynchburg, VA	37,403672	-79,170205
Macon, GA	4193,904997	4327,238241	4464,810435	4606,756345	4753,21502	4904,32993	5060,249108	5221,125292	5387,116074	5558,38406	5735,097023	5917,428071	6105,555814	6299,664542	6499,944403	6706,591591	6919,808537	7139,804107	7366,793808	7601	7662	7905	8078	8326,903778	Macon, GA	32,834722	-83,651667
Madera, CA	539,0982135	593,8577016	654,1794444	720,6284338	793,8270518	874,460899	963,2852171	1061,131962	1168,917597	1287,651674	1418,446295	1562,526523	1721,241856	1896,078872	2088,675148	2300,8346	2534,544381	2791,993486	3075,593265	3388	3688	3927	4049	4422,3574	Madera, CA	36,961389	-120,060833
Madison, WI	11529,86843	12226,35064	12964,90508	13748,07323	14578,55004	15459,19327	16393,03333	17383,28365	18433,35181	19546,8512	20727,6135	21979,70185	23307,42482	24715,35125	26208,32599	27791,48652	29470,28067	31250,48538	33138,22651	35140	36475	37997	39297	41535,57976	Madison, WI	43,066667	-89,4
Manchester-Nashua, NH	11736,24799	12098,29084	12471,50209	12856,22626	13252,8185	13661,64491	14083,08292	14517,52155	14965,36186	15427,01727	15902,91394	16393,4912	16899,20191	17420,51292	17957,90547	18511,87565	19082,93484	19671,61022	20278,44521	20904	20940	22107	22160	22823,14075	Manchester, NH	42,990833	-71,463611
Manhattan, KS	950,2174872	1005,508301	1064,01635	1125,928839	1191,443863	1260,771044	1334,132204	1411,762068	1493,909023	1580,835906	1672,820851	1770,158173	1873,159314	1982,153837	2097,490483	2219,538284	2348,687746	2485,352097	2629,968609	2783	2857	3000	3100	3270,462562	Manhattan, KS	39,191667	-96,591667
Mankato-North Mankato, MN	633,5058423	694,4600609	761,2791295	834,5273481	914,8233122	1002,845137	1099,336183	1205,111337	1321,06389	1448,173084	1587,512381	1740,258529	1907,701497	2091,255375	2292,47031	2513,045603	2754,844053	3019,907696	3310,475046	3629	3830	4070	4304	4681,771122	Mankato, MN	44,166667	-94
Mansfield, OH	1153,526061	1219,410089	1289,057106	1362,682036	1440,512078	1522,787409	1609,761924	1701,704017	1798,897413	1901,642043	2010,254968	2125,071355	2246,44552	2374,75201	2510,386769	2653,768353	2805,339224	2965,567116	3134,946479	3314	3449	3584	3685	3884,098439	Mansfield, OH	40,75	-82,516667
McAllen-Edinburg-Mission, TX	3620,155821	3887,445462	4174,470097	4482,686834	4813,660365	5169,07091	5550,722744	5960,55336	6400,643303	6873,226732	7380,702762	7925,647646	8510,827848	9139,214093	9813,996443	10538,6005	11316,70478	12152,25941	13049,50616	14013	14945	15472	16025	17126,83321	McAllen, TX	26,216389	-98,236389
Medford, OR	3384,832906	3488,978136	3596,327728	3706,980274	3821,0374	3938,603858	4059,787626	4184,700001	4313,455705	4446,17299	4582,973749	4723,983621	4869,332113	5019,152718	5173,583033	5332,764892	5496,844491	5665,972525	5840,304324	6020	6017	6135	6384	6574,560996	Medford, OR	42,331944	-122,861944
Memphis, TN-MS-AR	29715,86537	30887,71678	32105,7804	33371,87861	34687,90568	36055,83054	37477,69982	38955,6408	40491,86471	42088,66992	43748,44549	45473,67465	47266,93859	49130,92027	51068,40846	53082,30191	55175,61367	57351,47562	59613,14314	61964	63088	64337	66778	69311,49557	Memphis, TN	35,117365	-89,971068
Merced, CA	2343,740613	2459,884527	2581,783945	2709,72408	2844,004281	2984,938728	3132,857173	3288,105706	3451,04757	3622,064008	3801,555155	3989,940973	4187,662239	4395,181569	4612,984506	4841,580653	5081,504867	5333,318511	5597,610763	5875	5957	6208	6446	6750,34911	Merced, CA	37,3	-120,483333
Miami-Fort Lauderdale-West Palm Beach, FL	99557,45794	104496,8722	109681,3492	115123,0473	120834,7281	126829,7866	133122,2822	139726,9718	146659,3445	153935,6579	161572,9761	169589,21	178003,159	186834,5551	196104,1096	205833,5609	216045,7264	226764,5553	238015,1849	249824	253533	260668	274105	287061,5424	Miami, FL	25,787676	-80,224145
Michigan City-La Porte, IN	744,9426	805,2961265	870,5393561	941,0684413	1017,31163	1099,731865	1188,829597	1285,145822	1389,265364	1501,82043	1623,494448	1755,026213	1897,214378	2050,922298	2217,083279	2396,706239	2590,881835	2800,789089	3027,702543	3273	3476	3715	3786	4069,74463	Michigan City, IN	41,709444	-86,886944
Midland, MI	1297,575918	1362,696865	1431,086012	1502,90738	1578,333219	1657,544425	1740,730974	1828,092375	1919,838149	2016,188333	2117,374007	2223,637848	2335,234712	2452,432244	2575,511525	2704,767739	2840,510884	2983,06652	3132,77654	3290	3385	3668	3606	3778,324558	Midland, MI	43,615556	-84,247222
Midland, TX	114,3758504	145,5138888	185,129044	235,5291526	299,6503441	381,2280888	485,0148134	617,0567596	785,0462174	998,7696494	1270,677815	1616,611109	2056,722362	2616,650876	3329,016075	4235,3178	5388,353934	6855,296223	8721,603459	11096	12853	14964	16541	20080,55418	Midland, TX	32	-102,1
Milwaukee-Waukesha-West Allis, WI	42054,63747	43580,59663	45161,92545	46800,63305	48498,8014	50258,58806	52082,22886	53972,04075	55930,42476	57959,86905	60062,95205	62242,34574	64500,81907	66841,24147	69266,58646	71779,93548	74384,48177	77083,53442	79880,52263	82779	84674	87274	88708	91814,0792	Milwaukee, WI	43,05	-87,95
Minneapolis-St. Paul-Bloomington, MN-WI	47212,81284	50825,42275	54714,46081	58901,07862	63408,04628	68259,87616	73482,9563	79105,69386	85158,66966	91674,80448	98689,53813	106241,0222	114370,3275	123121,6675	132542,6388	142684,48	153602,3503	165355,6295	178008,2412	191629	199045	208521	220167	235816,2055	Minneapolis, MN	44,983333	-93,266667
Missoula, MT	1803,974544	1889,875572	1979,867006	2074,14362	2172,909464	2276,378306	2384,774092	2498,331429	2617,296101	2741,92559	2872,489643	3009,270849	3152,565255	3302,683003	3459,949006	3624,703647	3797,303516	3978,122185	4167,551015	4366	4391	4512	4772	4988,903014	Missoula, MT	46,8625	-114,011667
Mobile, AL	9228,063136	9495,407423	9770,496885	10053,55591	10344,81537	10644,51285	10952,89281	11270,20678	11596,71358	11932,67954	12278,37871	12634,09305	13000,11271	13376,73626	13764,27089	14163,0327	14573,34696	14995,54835	15429,98124	15877	16159	16828	16780	17252,44283	Mobile, AL	30,694444	-88,043056
Modesto, CA	7492,329457	7768,747021	8055,36257	8352,552343	8660,70646	8980,229432	9311,540695	9655,07516	10011,28378	10380,63415	10763,61112	11160,71741	11572,4743	11999,42231	12442,12189	12901,15416	13377,1217	13870,6493	14382,38482	14913	15226	15456	15998	16567,22026	Modesto, CA	37,661389	-120,994444
Monroe, LA	2397,593611	2520,53197	2649,774084	2785,64318	2928,479064	3078,638962	3236,498418	3402,452232	3576,91545	3760,324395	3953,137768	4155,837788	4368,931398	4592,951539	4828,458476	5076,041202	5336,318913	5609,942553	5897,596445	6200	6458	6517	6822	7154,74146	Monroe, LA	32,509444	-92,118333
Monroe, MI	655,9424397	716,5884104	782,8414794	855,220058	934,2904877	1020,671472	1115,038917	1218,131221	1330,755052	1453,791658	1588,203767	1735,043113	1895,458673	2070,705652	2262,155308	2471,305679	2699,793306	2949,40604	3222,097029	3520	3740	3880	4149	4500,136201	Monroe, MI	41,916389	-83,397778
Montgomery, AL	8285,037936	8534,519824	8791,514196	9056,24727	9328,952077	9609,868664	9899,244307	10197,33373	10504,39932	10820,71137	11146,54833	11482,19699	11827,95282	12184,12017	12551,01256	12928,95293	13318,27397	13719,31838	14132,43917	14558	14868	15252	15425	15875,90505	Montgomery, AL	32,361667	-86,279167
Morgantown, WV	1306,118117	1412,586797	1527,73431	1652,268112	1786,953332	1932,617465	2090,155461	2260,535223	2444,803551	2644,092577	2859,626719	3092,730202	3344,835198	3617,490623	3912,37165	4231,290009	4576,205111	4949,236089	5352,674819	5789	6231	6432	6703	7208,214664	Morgantown, WV	39,633611	-79,950556
Morristown, TN	834,1319045	892,2766663	954,4745201	1021,007994	1092,179312	1168,311763	1249,751171	1336,86747	1430,056378	1529,741196	1636,374736	1750,44137	1872,459238	2002,982596	2142,604333	2291,958672	2451,72404	2622,62616	2805,441339	3001	3177	3240	3408	3630,080612	Morristown, TN	36,210556	-83,296111
Mount Vernon-Anacortes, WA	923,3850195	1006,08955	1096,20165	1194,384793	1301,361873	1417,920535	1544,918969	1683,292232	1834,059128	1998,329715	2177,313473	2372,328211	2584,809773	2816,322602	3068,571266	3343,413006	3642,871409	3969,151306	4324,65501	4712	5309	5431	5511	5964,025943	Mount Vernon, WA	48,42	-122,326111
Muncie, IN	1053,429206	1117,563671	1185,602745	1257,784147	1334,360069	1415,598056	1501,781942	1593,212843	1690,210203	1793,112919	1902,280517	2018,094415	2140,959249	2271,304291	2409,58495	2556,284357	2711,915061	2877,020811	3052,178466	3238	3358	3477	3624	3831,973206	Muncie, IN	40,193333	-85,388056
Muskegon, MI	1434,215202	1519,315714	1609,465745	1704,964913	1806,130615	1913,299079	2026,826484	2147,090146	2274,489765	2409,448761	2552,415676	2703,865668	2864,302088	3034,258154	3214,298724	3405,022171	3607,062373	3821,090822	4047,81885	4288	4512	4759	4783	5050,907285	Muskegon, MI	43,234167	-86,248333
Myrtle Beach-Conway-North Myrtle Beach, SC-NC	6018,022313	6267,109704	6526,506882	6796,640571	7077,955159	7370,913425	7675,997304	7993,708678	8324,570203	8669,126165	9027,943382	9401,612129	9790,747116	10195,98849	10618,00291	11057,4846	11515,15655	11991,77165	12488,11396	13005	13267	13657	14066	14625,05567	Myrtle Beach, SC	33,716667	-78,883333
Napa, CA	5214,652134	5302,238869	5391,296735	5481,850441	5573,925112	5667,546295	5762,739965	5859,532535	5957,950859	6058,022244	6159,774456	6263,235726	6368,43476	6475,400746	6584,163362	6694,752785	6807,199699	6921,535302	7037,791317	7156	6823	6915	7372	7493,776749	Napa, CA	38,304722	-122,298889
Naples-Immokalee-Marco Island, FL	4228,844289	4472,68593	4730,587854	5003,360797	5291,862247	5596,999132	5919,730677	6261,071418	6622,094389	7003,934498	7407,792092	7834,936734	8286,71119	8764,535654	9269,912208	9804,429549	10369,76798	10967,70469	11600,11935	12269	12966	13312	13652	14396,27897	Naples, FL	26,15	-81,8
Nashville-Davidson--Murfreesboro--Franklin, TN	15187,47737	16580,89951	18102,16547	19763,00468	21576,22274	23555,80009	25716,9999	28076,48568	30652,44978	33464,75369	36535,08113	39887,10526	43546,67123	47541,9954	51903,88296	56665,9654	61864,95984	67540,95212	73737,70588	80503	84297	88400	94789	102754,858	Nashville, TN	36,166667	-86,783333
New Bern, NC	2131,342384	2220,648753	2313,697189	2410,64449	2511,654026	2616,896009	2726,547785	2840,794132	2959,827568	3083,848679	3213,066456	3347,698648	3487,972125	3634,123267	3786,398356	3945,053994	4110,357535	4282,587538	4462,034229	4649	4698	4763	5030	5232,288197	New Bern, NC	35,109167	-77,069167
New Haven-Milford, CT	23464,71876	24071,9681	24694,93259	25334,01894	25989,64437	26662,23689	27352,2356	28060,09096	28786,26508	29531,23205	30295,4782	31079,50248	31883,81671	32708,94599	33555,429	34423,81836	35314,68098	36228,59846	37166,16744	38128	38850	39411	40084	41095,17542	New Haven, CT	41,31	-72,923611
New Orleans-Metairie, LA	5755,064141	6550,500211	7455,877461	8486,391409	9659,337821	10994,403	12513,99418	14243,61562	16212,29666	18453,0789	21003,57082	23906,57892	27210,82623	30971,77001	35252,53256	40124,96061	45670,83121	51983,22419	59168,08444	67346	76589	78551	84835	95136,6284	New Orleans, LA	29,966667	-90,05
New York-Newark-Jersey City, NY-NJ-PA	428165,6341	452472,0045	478158,2138	505302,5937	533987,9225	564301,6777	596336,3027	630189,4892	665964,4741	703770,3554	743722,4243	785942,5168	830559,3856	877709,0922	927535,4223	980190,3243	1035834,372	1094637,256	1156778,297	1222447	1280307	1316971	1358416	1431388,829	New York, NY	40,7127	-74,0059
Niles-Benton Harbor, MI	3030,109971	3120,879782	3214,368688	3310,658143	3409,83204	3511,976785	3617,181373	3725,537463	3837,139462	3952,084605	4070,473039	4192,40791	4317,995455	4447,345095	4580,569525	4717,784819	4859,110526	5004,669779	5154,589398	5309	5546	5623	5621	5784,485025	Niles, MI	41,83	-86,253333
North Port-Sarasota-Bradenton, FL	15432,17051	15776,2815	16128,06557	16487,69382	16855,34116	17231,18641	17615,41237	18008,20591	18409,75807	18820,26416	19239,92383	19668,94119	20107,52491	20555,88829	21014,24941	21482,8312	21961,86155	22451,57347	22952,20512	23464	23268	23925	24493	25027,23935	North Port, FL	27,066111	-82,171944
Norwich-New London, CT	19613,049	19248,73273	18891,18371	18540,27623	18195,88692	17857,89472	17526,18079	17200,62851	16881,12342	16567,55321	16259,80763	15957,77848	15661,35958	15370,44672	15084,93763	14804,73193	14529,7311	14259,83846	13994,95914	13735	13481	13291	13221	12970,76922	Norwich, CT	41,550278	-72,0875
